customer_id,age,region,account_type,tenure_months,monthly_income,avg_monthly_balance,credit_score,num_products,has_credit_card,has_crypto_wallet,uses_mobile_app,customer_service_calls,missed_payments_6m,support_rating,contract_type,monthly_fees,digital_engagement_score,loan_amount,loan_term_months,debt_to_income_ratio,interest_rate,loan_repaid
PBG-200146,38,West Midlands,Premium,19,2800,2691,622,3,No,No,Yes,5,1,5,No fixed term,16.99,,2000,48,0.18,8.85,1
PBG-200534,22,Wales,Everyday,9,2375,463,,4,No,No,Yes,0,0,2,Annual,0,92,1000,24,0.24,10.49,1
PBG-200686,31,South West,Plus,28,3987,,798,1,Yes,No,Yes,2,0,3,No fixed term,7,100,7500,36,0.28,4.03,1
PBG-200883,52,Scotland,Premium,51,2161,466,685,4,Yes,Yes,Yes,0,1,5,Monthly,16.99,86,7500,36,,6.45,0
PBG-200714,49,South West,Everyday,50,5368,4719,665,3,Yes,Yes,No,1,0,4,Annual,0,36,1000,48,0.18,9.14,1
PBG-200219,41,West Midlands,Premium,37,2583,,576,4,No,No,Yes,1,0,4,Monthly,16.99,87,15000,48,0.21,13.34,0
PBG-201131,47,North East,Premium,53,3843,2589,626,4,Yes,No,Yes,2,0,4,Monthly,16.99,33,10000,12,0.36,8.58,1
PBG-200966,44,South East,Plus,29,2212,851,757,4,Yes,No,Yes,2,0,1,Monthly,7,94,7500,60,0.28,6.96,1
PBG-200299,36,North West,Business,29,5794,2791,623,3,Yes,No,Yes,2,0,4,No fixed term,12,,5000,24,0.2,9.66,1
PBG-200106,27,Scotland,Business,50,1910,2451,603,1,No,No,No,2,0,1,Annual,12,38,7500,24,0.13,,0
PBG-200535,49,Northern Ireland,Plus,38,4227,3236,571,5,No,No,No,4,0,4,No fixed term,7,61,2000,36,0.29,12.44,0
PBG-200235,18,,Premium,65,1969,,745,2,Yes,No,Yes,0,0,,Monthly,16.99,63,7500,48,0.45,6.05,1
PBG-200806,71,North West,Premium,62,4216,3685,641,1,Yes,No,Yes,0,0,3,Annual,16.99,72,2000,24,0.27,12.54,1
PBG-200304,29,London,Plus,29,1591,574,519,2,No,Yes,Yes,3,0,5,Annual,7,99,7500,12,0.23,14.74,1
PBG-200019,49,North West,,58,3117,1978,584,2,Yes,No,Yes,1,3,3,Annual,0,100,10000,48,0.29,13.41,0
PBG-200796,43,London,Plus,66,5656,1800,561,1,Yes,No,Yes,0,0,5,No fixed term,7,81,2000,24,0.07,11.76,1
PBG-200899,40,North East,Everyday,71,3221,3330,667,1,No,No,Yes,2,0,4,No fixed term,0,58,15000,24,0.17,8.38,1
PBG-200740,47,North West,Plus,32,4917,1374,668,2,Yes,No,No,4,1,2,Annual,7,40,10000,36,0.51,10.63,0
PBG-200940,40,South East,Everyday,36,2030,0,620,2,No,No,No,2,0,4,No fixed term,0,89,1000,36,0.23,10.89,1
PBG-200141,34,Scotland,Plus,9,4235,5386,643,3,No,No,Yes,1,0,4,Annual,7,100,3000,12,0.24,11,1
PBG-200117,38,West Midlands,Everyday,19,2625,1827,645,3,Yes,No,No,1,0,5,Monthly,0,46,3000,24,0.33,7.62,0
PBG-200170,25,Wales,Everyday,74,2586,2003,569,1,Yes,Yes,Yes,0,0,1,Annual,0,84,2000,12,0.21,,1
PBG-200306,31,London,Everyday,57,2966,3682,530,1,Yes,No,No,2,1,4,Annual,0,50,1000,36,0.32,14.71,1
PBG-200875,51,London,Everyday,81,2973,1227,708,1,Yes,No,Yes,2,0,,Monthly,0,85,5000,60,0.11,6.37,1
PBG-201133,23,London,Everyday,44,,2286,717,3,No,No,Yes,3,2,,Annual,0,82,5000,36,0.3,6.64,1
PBG-200522,38,London,Everyday,33,3598,2777,685,3,No,No,Yes,3,0,2,Monthly,0,70,1000,24,0.1,7.36,1
PBG-200043,18,South East,Everyday,54,2156,914,585,1,Yes,No,No,3,0,2,No fixed term,0,90,3000,12,0.27,12.61,1
PBG-200132,31,Scotland,Plus,46,1683,2535,652,1,No,No,Yes,6,0,,Monthly,7,65,3000,48,0.34,9.23,0
PBG-200405,31,Wales,Everyday,68,9195,8311,599,5,No,No,No,4,0,1,Annual,0,51,1000,48,0.09,10.32,1
PBG-200804,62,Yorkshire and the Humber,Plus,33,5934,3145,513,3,Yes,Yes,Yes,2,0,2,No fixed term,7,100,5000,48,0.26,14.05,1
PBG-200305,35,Wales,Everyday,26,3984,3085,682,4,Yes,No,Yes,2,0,2,Annual,0,78,20000,24,0.46,6.9,1
PBG-200156,54,Yorkshire and the Humber,Plus,50,4619,2026,619,1,,No,Yes,2,0,4,Annual,7,79,15000,48,0.12,,1
PBG-201085,34,Wales,Everyday,75,4513,3636,646,3,,No,Yes,2,1,4,Monthly,0,86,3000,48,0.29,10.65,1
PBG-200066,34,London,Plus,113,2147,931,748,3,Yes,No,Yes,1,0,3,Monthly,7,100,2000,48,0.03,3.9,1
PBG-200480,40,North West,Everyday,42,2519,3812,751,1,Yes,No,Yes,2,0,3,Monthly,0,80,20000,36,0.5,7.61,0
PBG-201160,28,,Everyday,40,1389,1488,721,4,Yes,No,,0,3,4,Monthly,0,100,3000,24,0.56,9.32,0
PBG-200989,,Yorkshire and the Humber,Everyday,22,4485,2830,708,2,No,No,No,2,0,3,Monthly,0,39,7500,36,0.33,9.48,1
PBG-200008,41,East Midlands,Plus,27,3548,3399,745,2,Yes,No,Yes,3,1,5,Annual,7,100,10000,12,0.23,5.75,1
PBG-200445,,South East,Plus,34,1983,1783,614,4,No,No,Yes,1,0,,Monthly,7,59,1000,48,0.19,11.04,0
PBG-200075,50,South East,Everyday,17,1895,1604,611,1,No,No,Yes,2,0,4,No fixed term,0,93,3000,48,0.43,12.65,0
PBG-200574,41,East Midlands,Everyday,44,2517,,696,4,Yes,No,Yes,0,1,3,No fixed term,0,54,5000,36,0.08,5.78,1
PBG-200173,36,,Everyday,22,3953,1329,735,2,No,Yes,Yes,1,1,2,No fixed term,0,96,2000,36,0.32,5.24,1
PBG-201114,21,Scotland,Plus,36,2513,2296,678,3,No,No,No,2,0,4,Annual,7,,3000,36,0.3,,1
PBG-200606,26,South West,Plus,31,2371,1719,521,4,No,Yes,Yes,0,0,4,Monthly,7,100,3000,36,0.21,14.64,1
PBG-201035,27,Scotland,Everyday,66,5348,6228,672,1,Yes,No,Yes,5,2,5,Annual,0,,10000,12,0.36,9.08,0
PBG-200128,43,South East,Everyday,24,3079,398,636,1,No,No,Yes,1,0,2,No fixed term,0,79,5000,36,,9.33,1
PBG-200993,30,South East,Business,46,6180,7113,614,3,No,No,Yes,1,1,4,Monthly,12,88,7500,24,0.14,8.26,1
PBG-201017,69,Scotland,Everyday,26,4871,1784,725,1,No,No,Yes,1,0,3,Monthly,0,84,3000,36,0.37,7.09,1
PBG-200454,30,West Midlands,Everyday,58,1630,273,642,1,No,No,,2,0,2,No fixed term,0,63,15000,24,0.14,10.77,1
PBG-200969,40,London,Premium,41,2560,,792,3,Yes,No,Yes,2,1,2,No fixed term,16.99,100,7500,24,0.06,3.9,1
PBG-200065,58,Northern Ireland,Premium,28,2068,2225,792,1,Yes,No,Yes,3,0,5,Monthly,16.99,92,10000,48,0.23,5.23,1
PBG-200542,41,North East,Business,38,5893,4862,837,1,Yes,No,No,2,1,4,No fixed term,12,55,5000,48,0.29,3.9,1
PBG-200887,53,South East,Plus,30,2255,992,695,1,Yes,Yes,Yes,4,0,4,Monthly,7,81,7500,36,0.06,7.74,1
PBG-201144,62,Yorkshire and the Humber,Everyday,43,4359,1121,734,1,No,No,Yes,2,0,4,No fixed term,0,76,7500,36,0.3,9.9,1
PBG-200835,47,North West,Business,32,3854,818,631,2,No,No,Yes,1,0,4,Monthly,12,95,3000,36,0.06,7.61,1
PBG-201163,18,South West,Everyday,17,,1292,708,1,No,No,Yes,0,0,5,Monthly,0,97,3000,48,0.31,8.42,1
PBG-200479,31,London,Everyday,67,1437,0,545,4,No,Yes,No,2,2,2,Monthly,0,55,1000,60,0.31,13.42,0
PBG-201010,57,West Midlands,Everyday,75,6714,,636,2,Yes,No,Yes,1,1,,Annual,0,100,5000,12,0.1,9.41,1
PBG-200845,52,South West,Premium,67,3704,1017,701,1,Yes,Yes,No,2,0,4,Annual,16.99,77,5000,24,0.13,5.27,1
PBG-200169,47,London,Plus,46,1919,387,640,4,,No,Yes,2,1,3,Annual,7,52,10000,36,0.29,11.52,0
PBG-201119,43,Scotland,Everyday,39,7830,2450,688,1,Yes,No,Yes,0,1,5,Monthly,0,100,15000,36,0.15,8.48,1
PBG-200916,30,Yorkshire and the Humber,Everyday,15,5772,3438,586,4,No,Yes,Yes,2,0,4,Monthly,0,92,2000,36,0.21,10.6,1
PBG-200265,44,North West,Everyday,36,2684,2125,564,2,Yes,Yes,No,0,1,5,Annual,0,37,3000,24,0.15,11.91,0
PBG-200181,46,North West,Everyday,41,4371,4510,537,1,Yes,No,No,0,0,2,No fixed term,0,61,7500,36,0.2,13.62,0
PBG-200390,56,Yorkshire and the Humber,Plus,44,4111,5095,758,2,Yes,Yes,No,4,1,5,Monthly,7,95,3000,24,0.03,4.47,1
PBG-200076,44,London,Everyday,124,5665,4634,704,1,No,No,No,2,0,1,Monthly,0,49,5000,24,0.31,8.94,1
PBG-200926,57,East Midlands,,27,2368,1399,660,2,Yes,No,No,2,1,3,Annual,12,89,5000,24,0.13,9.53,0
PBG-200225,47,West Midlands,,54,3022,2415,695,1,No,No,Yes,1,1,1,No fixed term,7,82,7500,24,0.22,6.33,0
PBG-200985,54,West Midlands,Business,22,4658,1846,612,4,Yes,No,Yes,1,1,4,No fixed term,12,68,2000,48,0.1,8.48,1
PBG-201112,45,East Midlands,,25,1644,1947,659,1,Yes,No,,2,0,4,No fixed term,0,87,7500,60,0.18,8.43,1
PBG-200007,18,Wales,Everyday,53,2205,2264,483,4,No,No,Yes,2,0,4,No fixed term,0,100,1000,12,0.08,14.02,0
PBG-200203,22,Yorkshire and the Humber,Premium,25,1900,2141,,2,No,No,Yes,3,0,3,No fixed term,16.99,44,3000,60,0.07,10.02,1
PBG-200364,44,London,Premium,14,3151,1082,578,1,No,No,Yes,3,0,4,No fixed term,16.99,55,2000,48,0.06,12.58,1
PBG-200346,,North West,Everyday,22,3805,,718,5,Yes,No,Yes,2,1,2,Annual,0,85,5000,24,0.17,6.07,1
PBG-200570,62,London,Everyday,60,2842,715,700,3,No,No,Yes,3,0,4,Monthly,0,99,20000,36,0.25,7.91,1
PBG-201106,31,West Midlands,Plus,40,3528,3348,552,3,No,Yes,Yes,3,2,5,No fixed term,7,100,25000,60,0.23,13.46,0
PBG-200091,27,London,Everyday,21,1558,1146,576,3,No,Yes,No,1,0,5,No fixed term,0,24,20000,24,,11.3,0
PBG-201003,44,London,Premium,89,6262,6523,754,4,Yes,No,Yes,1,0,5,Annual,16.99,82,5000,24,0.03,4.42,1
PBG-201099,30,London,Plus,99,2148,1125,787,4,Yes,No,Yes,3,0,3,Annual,7,98,15000,36,,3.9,1
PBG-200388,22,South East,Everyday,32,6106,5756,665,3,Yes,No,No,3,0,3,No fixed term,0,92,7500,24,0.17,9.66,1
PBG-200751,52,Northern Ireland,Everyday,75,1721,1451,777,1,Yes,No,Yes,5,0,4,No fixed term,0,100,10000,24,0.12,3.95,1
PBG-200492,39,South East,Everyday,48,6445,2981,576,1,No,No,Yes,2,0,4,Monthly,0,100,15000,12,0.11,12.31,1
PBG-201165,43,London,Premium,14,900,944,649,2,Yes,No,Yes,2,0,5,No fixed term,16.99,81,5000,24,0.23,8.1,1
PBG-200503,30,East Midlands,Plus,63,4858,2530,666,1,Yes,No,Yes,3,0,5,Annual,7,100,3000,24,0.32,10.23,1
PBG-200356,40,East Midlands,Plus,38,3017,463,688,2,Yes,No,Yes,1,2,4,No fixed term,7,86,25000,12,0.56,11.3,0
PBG-200217,31,North West,Everyday,20,3002,3978,793,3,No,No,No,3,0,3,No fixed term,0,66,10000,24,0.42,4.82,1
PBG-201061,37,Scotland,Everyday,16,1502,1056,634,3,No,No,Yes,1,2,2,Monthly,0,100,10000,36,0.36,9.46,0
PBG-200657,44,London,Business,23,2679,821,647,2,Yes,No,Yes,0,3,3,Annual,12,83,20000,60,0.24,11.57,0
PBG-201091,56,North East,Premium,26,4150,4012,581,4,Yes,Yes,Yes,4,0,1,Monthly,16.99,88,20000,12,0.2,12.01,0
PBG-200440,29,North East,Everyday,20,1964,,748,1,Yes,No,Yes,0,0,4,Annual,0,100,1000,48,0.32,4.61,1
PBG-200955,58,North West,Plus,35,9500,11032,571,1,,No,Yes,1,0,5,Monthly,7,100,7500,12,0.44,11.79,1
PBG-200120,18,London,Everyday,42,2375,1533,590,4,No,No,No,2,0,4,Monthly,0,52,5000,48,0.07,11.04,1
PBG-200764,39,West Midlands,Everyday,15,2065,248,647,2,Yes,No,No,1,0,3,No fixed term,0,23,25000,36,0.2,9.07,0
PBG-200712,19,Northern Ireland,Everyday,87,3198,3490,692,2,Yes,Yes,No,0,0,5,Annual,0,31,15000,12,0.15,11.35,1
PBG-201056,39,South East,Everyday,24,8010,2183,674,4,Yes,Yes,Yes,0,0,5,No fixed term,0,48,5000,36,0.22,8.73,1
PBG-200795,27,West Midlands,Premium,27,2269,1275,650,2,No,No,Yes,1,0,4,Monthly,16.99,93,2000,60,0.3,11.1,0
PBG-200725,66,Yorkshire and the Humber,Plus,16,3209,4270,724,2,No,Yes,No,2,0,4,Monthly,7,,7500,24,0.04,5.44,1
PBG-200634,43,North West,Everyday,57,1922,1672,658,1,,No,No,1,0,4,Annual,0,72,5000,24,0.15,9.93,1
PBG-200242,47,North West,Everyday,54,900,755,744,1,Yes,No,Yes,2,0,3,Monthly,0,59,3000,48,0.31,7.17,1
PBG-201171,43,London,Plus,44,3586,1646,756,3,Yes,No,Yes,0,1,2,Annual,7,100,5000,48,,6.69,1
PBG-200049,40,London,Everyday,27,1911,1512,780,3,Yes,Yes,Yes,1,1,2,No fixed term,0,90,2000,36,0.06,3.9,1
PBG-200069,30,South West,Everyday,11,1909,1813,674,3,No,No,Yes,1,3,1,No fixed term,0,100,15000,12,0.42,12.36,0
PBG-200886,49,North West,Everyday,45,2919,1525,828,2,Yes,No,Yes,2,0,,Monthly,0,84,7500,24,0.08,3.9,1
PBG-201190,34,London,Everyday,34,5601,5378,661,2,Yes,Yes,Yes,4,0,3,Monthly,0,28,1000,24,0.12,9.55,1
PBG-200748,51,West Midlands,Premium,43,1605,584,817,2,Yes,No,Yes,0,1,3,Annual,16.99,77,15000,36,0.37,5.9,1
PBG-200851,46,South West,Premium,23,3445,2206,850,1,Yes,No,Yes,2,0,5,Monthly,16.99,61,3000,60,0.23,4.05,1
PBG-200666,23,London,Plus,23,6378,5283,552,2,No,No,No,2,1,5,Annual,7,52,10000,36,0.26,13.45,1
PBG-200912,25,East Midlands,Everyday,38,6739,8622,752,4,Yes,No,Yes,2,0,5,Annual,0,76,3000,12,0.11,5.1,1
PBG-201141,,South West,Plus,67,2564,2829,770,2,Yes,No,Yes,5,1,3,Annual,7,89,7500,36,0.17,3.9,1
PBG-201037,51,West Midlands,Business,51,4075,4689,728,2,Yes,Yes,No,3,0,4,No fixed term,12,70,5000,36,0.13,5.8,1
PBG-200424,38,Wales,,22,6283,2151,593,1,No,No,Yes,3,0,4,Monthly,0,87,2000,48,0.09,10.19,0
PBG-200568,18,Wales,Everyday,42,2659,203,670,1,No,Yes,Yes,3,0,4,Annual,0,,5000,48,0.16,9.07,1
PBG-200189,33,North West,Everyday,28,1904,1539,728,1,,No,Yes,8,0,4,Annual,0,84,5000,36,0.21,5.75,1
PBG-201014,39,South East,Plus,92,3132,1688,649,2,Yes,No,Yes,2,0,4,Monthly,7,,20000,24,0.53,12.32,1
PBG-201138,,North East,Plus,52,3913,3722,539,1,No,No,Yes,2,0,3,Monthly,7,100,7500,24,0.45,14,1
PBG-200979,39,London,Plus,29,3911,2920,563,2,No,No,Yes,2,1,4,Annual,7,90,15000,48,0.3,14.94,1
PBG-201038,44,Northern Ireland,Everyday,31,1935,2031,599,4,No,No,Yes,1,1,3,Monthly,0,93,5000,36,0.21,11.47,1
PBG-200092,19,South East,Plus,37,2460,1868,666,4,No,No,Yes,2,0,2,No fixed term,7,74,1000,12,0.41,11.32,1
PBG-200676,60,London,Everyday,74,6840,5618,555,1,No,No,Yes,2,0,4,Annual,0,91,7500,24,0.23,12.19,1
PBG-201029,,North West,Plus,31,5050,,469,2,No,No,Yes,0,2,5,Monthly,7,98,2000,24,0.48,19.45,0
PBG-200322,51,London,Business,28,1533,1752,731,1,Yes,No,Yes,2,0,4,No fixed term,12,79,3000,36,0.29,7.43,1
PBG-200706,44,West Midlands,Plus,35,5336,6241,564,1,No,No,Yes,2,0,4,Monthly,7,99,3000,12,0.28,12.81,0
PBG-200821,29,South East,Everyday,52,4316,3805,740,2,Yes,No,Yes,2,3,,Monthly,0,100,3000,24,0.3,7.76,1
PBG-200734,42,Northern Ireland,Everyday,61,8624,6741,633,2,No,No,No,2,0,5,Monthly,0,80,3000,36,0.36,12.3,0
PBG-200679,26,North West,Everyday,29,1255,816,642,2,No,No,Yes,2,0,3,Monthly,0,85,15000,36,0.36,10.43,1
PBG-201130,33,South East,Everyday,24,2074,0,710,2,Yes,No,Yes,1,0,4,Annual,0,100,1000,48,0.4,9.61,1
PBG-200394,35,South West,Premium,107,2566,144,549,3,No,No,Yes,2,1,3,Monthly,16.99,93,10000,12,0.08,9.31,1
PBG-200737,65,North West,Business,83,4350,5437,685,2,No,No,Yes,3,1,3,Monthly,12,85,25000,12,0.32,8.49,0
PBG-200841,35,East Midlands,Plus,21,6571,2145,,1,No,No,No,2,0,4,Monthly,7,80,5000,24,0.32,8.03,1
PBG-200222,43,South West,Everyday,40,2503,654,670,2,Yes,No,Yes,2,0,3,Annual,0,52,10000,36,0.2,8.76,1
PBG-200218,52,South East,Premium,49,,3767,700,1,No,No,Yes,0,1,4,Annual,16.99,80,2000,12,0.25,7.25,1
PBG-200448,58,Yorkshire and the Humber,Everyday,46,2843,,620,3,No,No,No,4,0,4,Monthly,0,53,1000,48,0.2,11.95,0
PBG-201015,47,Yorkshire and the Humber,Business,10,4804,3843,696,2,Yes,No,Yes,0,0,,Annual,12,60,15000,12,0.11,8.62,1
PBG-200509,42,East Midlands,Plus,39,4584,4944,578,1,No,Yes,Yes,0,1,3,No fixed term,7,82,5000,48,0.13,8.95,1
PBG-200866,32,South East,Everyday,13,,2734,764,2,No,No,No,1,0,,Monthly,0,59,2000,60,0.33,6.49,1
PBG-200702,37,South East,Plus,44,5043,1527,773,3,Yes,No,Yes,3,1,4,Monthly,7,100,1000,60,0.1,3.9,1
PBG-200051,19,South East,Everyday,51,1643,1287,727,2,Yes,No,No,1,0,3,No fixed term,0,61,3000,36,0.17,5.5,0
PBG-200437,35,West Midlands,Everyday,34,1787,717,580,1,,No,Yes,1,0,3,Monthly,0,88,3000,36,,12.54,0
PBG-200048,38,London,Everyday,67,2443,1492,715,2,Yes,No,No,1,2,4,Annual,0,92,5000,24,0.33,7.16,0
PBG-200340,44,Northern Ireland,Premium,56,3251,2547,628,2,No,No,Yes,2,4,4,Annual,16.99,82,10000,48,0.39,11.01,0
PBG-200668,45,Wales,Premium,58,,2446,588,5,No,Yes,Yes,0,1,1,No fixed term,16.99,71,25000,12,0.22,11.69,0
PBG-200426,42,London,Premium,37,4202,2645,628,3,No,No,No,0,0,3,Monthly,16.99,28,5000,12,0.18,8.4,1
PBG-200168,20,Northern Ireland,Everyday,33,2324,1453,,4,Yes,No,Yes,3,2,1,No fixed term,0,79,7500,12,0.34,6.35,0
PBG-200977,25,North East,Plus,39,2124,691,668,1,Yes,No,Yes,2,0,2,Annual,7,74,15000,48,0.03,5.95,1
PBG-200157,26,North West,Plus,34,3012,1378,689,1,Yes,Yes,Yes,3,0,4,Annual,7,94,2000,48,0.17,8.15,1
PBG-200498,38,Scotland,Plus,63,,984,652,3,No,No,Yes,5,0,5,Annual,7,98,5000,36,0.19,8.73,1
PBG-200077,46,North West,Premium,16,2503,280,605,4,Yes,No,Yes,2,0,5,No fixed term,16.99,57,10000,60,0.43,12.33,0
PBG-200396,49,South East,Premium,48,1879,1220,767,3,Yes,No,Yes,3,2,4,No fixed term,16.99,52,2000,24,0.43,8.05,1
PBG-200268,21,North West,Business,22,2673,1699,723,1,Yes,No,No,0,0,4,Monthly,12,72,15000,24,0.14,7.36,1
PBG-200994,47,,Plus,41,1974,1425,635,3,Yes,No,Yes,2,3,4,Monthly,7,94,1000,48,0.31,11.3,1
PBG-200658,24,South West,Everyday,40,2349,,707,2,Yes,Yes,Yes,3,2,4,Monthly,0,66,3000,24,0.22,4.77,0
PBG-200591,24,London,Business,15,4910,3936,643,3,Yes,Yes,Yes,1,0,4,Annual,12,87,2000,60,0.35,10.25,0
PBG-201060,48,North West,Everyday,71,2315,3436,708,1,Yes,No,Yes,0,1,1,Annual,0,77,3000,12,0.34,8.93,1
PBG-200494,37,Wales,Premium,62,2135,1689,681,2,Yes,No,Yes,1,3,4,Annual,16.99,57,7500,48,0.28,9.52,0
PBG-200458,53,London,Everyday,39,3936,3653,714,1,Yes,No,No,1,0,,Annual,0,37,1000,12,0.21,,1
PBG-200949,42,London,Premium,27,5518,5227,649,4,No,No,No,3,0,4,Monthly,16.99,30,3000,24,0.24,8.34,1
PBG-200352,61,Scotland,Premium,23,4857,4052,688,2,Yes,No,Yes,3,0,4,Annual,16.99,100,1000,24,0.38,9.74,1
PBG-200089,18,London,Everyday,12,2720,731,702,3,Yes,No,No,4,0,4,Monthly,0,39,20000,24,0.1,,1
PBG-200864,45,South East,Plus,18,3041,1426,685,5,,No,Yes,1,0,4,No fixed term,7,100,1000,12,0.19,8.47,1
PBG-200369,42,North West,Everyday,58,3514,4269,,1,No,No,Yes,1,0,5,Annual,0,99,3000,24,0.21,14.07,1
PBG-200013,37,South East,Everyday,16,4127,4111,762,3,Yes,Yes,Yes,2,2,3,Monthly,0,81,2000,36,0.22,6.39,0
PBG-200429,48,East Midlands,Plus,31,4806,2971,560,2,No,No,Yes,0,1,4,Monthly,7,100,15000,12,0.14,11.44,0
PBG-201151,32,South West,Everyday,79,2537,1334,,3,Yes,Yes,Yes,2,0,3,Monthly,0,82,15000,36,0.29,7.59,1
PBG-200376,37,South East,Everyday,76,1338,365,730,3,Yes,No,Yes,3,0,3,Annual,0,96,5000,60,,8.1,1
PBG-201148,34,London,Everyday,21,1528,441,703,3,No,Yes,Yes,1,4,4,Annual,0,77,2000,12,0.34,7.06,0
PBG-201043,31,North East,Everyday,51,6190,4531,480,2,No,No,Yes,3,0,4,No fixed term,0,,5000,24,0.39,16.06,1
PBG-200530,42,London,Plus,22,5367,3828,627,2,No,No,No,4,0,,Monthly,7,49,10000,60,0.21,10.77,1
PBG-200823,46,Wales,Everyday,106,2929,2848,687,4,No,Yes,No,3,0,4,Monthly,0,54,25000,60,0.08,8.99,0
PBG-200837,36,East Midlands,Everyday,18,2725,2285,683,1,No,No,Yes,3,0,3,Monthly,0,100,2000,24,0.14,7.8,1
PBG-200913,52,Scotland,Everyday,25,2389,2426,666,2,Yes,No,Yes,2,0,4,Annual,0,75,7500,60,0.14,7.71,0
PBG-200095,49,South West,Premium,33,2503,,766,3,Yes,No,Yes,3,0,1,No fixed term,16.99,92,5000,36,0.1,4.79,1
PBG-200688,43,South East,Plus,92,4855,,,2,Yes,Yes,Yes,0,0,3,Annual,7,89,5000,24,0.39,9.13,1
PBG-200485,26,South East,Everyday,80,,591,630,3,Yes,No,Yes,2,0,3,Annual,0,78,1000,48,0.31,9.5,1
PBG-201109,51,East Midlands,Everyday,34,3770,2367,730,2,No,No,Yes,5,0,3,No fixed term,0,100,10000,48,0.05,3.9,1
PBG-201032,33,South East,Business,42,4430,257,626,2,Yes,No,Yes,1,3,3,No fixed term,12,66,15000,48,0.34,8.9,0
PBG-200882,62,East Midlands,Everyday,42,2487,3281,572,1,No,No,Yes,1,0,3,Monthly,0,100,25000,12,0.06,11.3,0
PBG-200562,29,Northern Ireland,Premium,16,6102,,,2,No,Yes,No,2,0,1,No fixed term,16.99,91,20000,36,0.13,5.36,1
PBG-200481,48,Scotland,Everyday,20,2331,1970,643,1,Yes,No,Yes,3,0,4,Annual,0,98,5000,36,0.33,11.95,1
PBG-200682,50,South East,Premium,35,2571,790,643,3,No,No,Yes,2,2,4,No fixed term,16.99,74,7500,24,0.36,12.21,1
PBG-200874,52,North East,Business,61,5171,1972,475,4,No,No,Yes,3,0,2,No fixed term,12,84,5000,24,0.31,15.1,1
PBG-200642,34,London,Everyday,50,3336,3659,725,2,Yes,No,Yes,1,1,2,Monthly,0,100,7500,24,0.3,8.37,1
PBG-200010,55,South West,Everyday,64,2164,2327,665,1,No,No,Yes,1,0,3,Annual,0,100,20000,36,0.61,12.52,0
PBG-200693,28,South West,Everyday,88,4546,4039,666,1,Yes,No,Yes,1,0,1,Annual,0,100,2000,24,0.13,8.59,1
PBG-200500,33,Scotland,Plus,38,2239,2633,633,1,Yes,No,No,0,0,2,No fixed term,7,25,2000,12,0.18,9.39,0
PBG-200395,19,North East,Everyday,3,2562,2710,583,1,No,No,Yes,1,1,4,Monthly,0,,7500,36,0.15,10.6,1
PBG-200687,30,Wales,Premium,101,2199,2148,696,4,,No,Yes,3,1,3,No fixed term,16.99,68,10000,36,0.35,9.43,0
PBG-201086,18,Yorkshire and the Humber,Plus,16,6538,2394,562,2,No,No,Yes,1,0,5,Annual,7,63,2000,60,0.36,15.28,1
PBG-200301,44,South East,Plus,31,1651,0,791,3,Yes,No,Yes,1,0,5,Annual,7,95,3000,36,0.11,3.9,1
PBG-201105,38,London,Everyday,21,3142,2776,475,2,No,No,Yes,2,0,1,Monthly,0,,15000,12,0.35,,0
PBG-200807,40,East Midlands,Everyday,44,2302,2179,631,3,Yes,No,No,1,0,3,Annual,0,80,3000,48,0.47,11.49,1
PBG-200718,27,South East,Plus,14,3704,1930,568,1,No,No,Yes,0,0,1,Monthly,7,85,2000,36,0.25,11.03,1
PBG-200710,55,South West,Everyday,41,1461,1517,739,1,No,No,No,2,4,3,Annual,0,47,7500,48,0.19,6.79,0
PBG-200599,33,South West,Premium,48,2349,113,718,4,No,No,Yes,2,0,4,Monthly,16.99,100,3000,36,0.35,7.56,1
PBG-200374,33,Northern Ireland,Plus,24,4374,2518,770,4,Yes,Yes,No,1,4,3,Annual,7,49,5000,48,0.42,6.04,0
PBG-200489,32,London,Everyday,20,3149,2385,683,1,Yes,No,No,4,1,2,Annual,0,49,3000,60,0.18,9.94,1
PBG-200018,69,West Midlands,Everyday,27,3123,2130,616,4,,No,Yes,1,2,5,Monthly,0,96,3000,24,0.44,12.33,0
PBG-200285,40,North East,Business,60,2080,488,636,1,No,No,Yes,1,0,3,No fixed term,12,97,2000,36,0.39,8.96,1
PBG-201046,42,Wales,Premium,29,9500,7376,629,2,Yes,No,Yes,2,0,3,No fixed term,16.99,94,10000,36,0.54,15.21,1
PBG-200505,37,West Midlands,Business,29,9960,1709,747,4,Yes,No,Yes,1,0,2,Monthly,12,58,5000,24,0.11,7.11,1
PBG-200361,32,North West,Premium,36,4182,4540,668,1,Yes,No,Yes,0,0,4,No fixed term,16.99,100,25000,36,0.03,7.34,1
PBG-200101,50,London,Plus,49,8019,9717,,1,No,No,No,2,3,3,No fixed term,7,84,10000,36,,7.54,0
PBG-200620,40,Wales,Premium,52,6768,1585,693,2,No,No,No,2,0,4,Annual,16.99,64,25000,24,0.44,8.46,0
PBG-200366,38,South East,Everyday,66,6297,4669,682,3,Yes,No,Yes,1,0,5,Annual,0,69,5000,60,0.27,8.63,1
PBG-200241,46,West Midlands,Premium,67,1316,553,627,3,No,No,Yes,0,0,4,Annual,16.99,57,15000,12,0.29,10.43,1
